ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1.3.2.1-40,SI1MAV4-40,"Equipment Delivery by Siemens - ST Lube oil Module MAV",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/04/2018,31/03/2018,26/04/2018,31/03/2018,"A1010 FS","A1010","10MBV1000 FS,10MBV1090 FS,10MAV1001 FS,10MAV10 FS","10MBV1000,10MBV1090,10MAV1001,10MAV10",143,176,143,176,33,41,33,41,26,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,4,0.0000001346,0.0276703967,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0123076923,0.000203125,0.0710182768,0.0006435006,0.0,1.0,0.0
1.3.2.1-41,SI1MAX4-40,"Equipment Delivery by Siemens - ST Hydraulic System MAX",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/04/2018,28/03/2018,26/04/2018,28/03/2018,"A1010 FS","A1010","10MAX10 FS,10MAX20 FS","10MAX10,10MAX20",143,175,143,175,33,41,33,41,26,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000001242,0.0046795524,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.0001875,0.0120104439,0.0006435006,0.0,1.0,0.0
1.3.2.1-42,SI1PAA4-40,"Equipment Delivery by Siemens - Cooling Water Bar Screen for PAB System",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/05/2018,29/05/2018,26/05/2018,29/05/2018,"A1010 FS","A1010","00PAA10 FS","00PAA10",147,184,147,184,34,43,34,43,28,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0,0.0054933876,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.0140992167,0.0006435006,0.0,1.0,0.0
1.3.2.1-43,SI1UPY4-40,"Equipment Delivery by Siemens - Condenser Tube Cleaning System PAH - Module UPY00Y",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,30/11/2019,15/11/2018,30/11/2019,15/11/2018,"A1010 FS","A1010","10PAH10 FS,10PAB-02-10 FS","10PAH10,10PAB-02-10",226,208,226,208,52,48,52,48,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0,0.0138351984,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.0,0.0355091384,0.0006435006,0.0,1.0,0.0
1.3.2.1-44,SI1HA-4D40,"Equipment Delivery by Siemens - Drums of HRSG",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/04/2018,27/04/2018,26/04/2018,27/04/2018,"A1010 FS","A1010","HRS10.1050 FS","HRS10.1050",143,180,143,180,33,42,33,42,26,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000414,0.012207528,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0000625,0.0313315927,0.0006435006,0.0,1.0,0.0
1.3.2.1-45,SI1HAD4E40,"Equipment Delivery by Siemens - Piping Material HRSG",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,06/11/2018,01/10/2018,06/11/2018,01/10/2018,"A1010 FS","A1010","10HAD80-20 FS,10HAD10-20 FS,10HAD50-20 FS,10HAA20 FS,HRS11.1170 FS","10HAD80-20,10HAD10-20,10HAD50-20,10HAA20,HRS11.1170",170,202,170,202,39,47,39,47,38,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,5,0.0000006055,0.0144455748,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0153846154,0.0009140625,0.037075718,0.0006435006,0.0,1.0,0.0
1.3.2.1-46,SI1HB-4A40,"Equipment Delivery by Siemens - Main Steel Structure HRSG",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,05/03/2018,03/03/2018,05/03/2018,03/03/2018,"A1010 FS","A1010","HRS09.1020 FS","HRS09.1020",135,172,135,172,31,40,31,40,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000001035,0.0179043744,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00015625,0.0459530026,0.0006435006,0.0,1.0,0.0
1.3.2.1-47,SI1MAL4-40,"Equipment Delivery by Siemens - Steam Turbine Drain Skid MAL00Y Module",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/04/2018,27/04/2018,26/04/2018,27/04/2018,"A1010 FS","A1010","10MAL10 FS","10MAL10",143,180,143,180,33,42,33,42,26,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000207,0.0042726348,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00003125,0.0109660574,0.0006435006,0.0,1.0,0.0
1.3.2.1-48,SI1UMC4X40,"Equipment Delivery by Siemens - Module Pipe Rack UMCM1Y",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/05/2018,28/05/2018,26/05/2018,28/05/2018,"A1010 FS","A1010","PMS14.1020 FS","PMS14.1020",147,184,147,184,34,43,34,43,28,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000759,0.0221770092,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0001145833,0.0569190601,0.0006435006,0.0,1.0,0.0
1.3.2.1-49,SI1UMC4Y40,"Equipment Delivery by Siemens - Module Pipe Rack UMCL1Y",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,27/04/2018,27/04/2018,27/04/2018,27/04/2018,"A1010 FS","A1010","PMS14.1050 FS","PMS14.1050",143,180,143,180,33,42,33,42,26,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000759,0.0048830112,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0001145833,0.0125326371,0.0006435006,0.0,1.0,0.0
1.3.2.1-50,SI1--P4A40,"Equipment Delivery by Siemens - Supply Piping DN >=80",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,30/11/2019,15/09/2018,30/11/2019,15/09/2018,"A1010 FS","A1010","10LCL20 FS,10MKG30 FS,00GHD-120 FS,10PAH30 FS,00GM-03-20 FS,10MAX30 FS,10GM-02-40 FS,10PAH20 FS,00PUN20 FS,10MAW30 FS,10MBA4x30 FS,00EK20 FS,10MAN1020 FS,10MBX30 FS,10LAC30 FS,10MBA5x30 FS,10GM-02-120 FS,10MBU30 FS,10PCB20 FS,10LAC20 FS,00EK30 FS,10MAV30 FS,10MAL30 FS,10MBA4x20 FS,10MBV1030 FS,10PCB30 FS,10GM-02-30 FS,10MAJ20 FS,00EG-02-30 FS,00EG-01-30 FS,10MBN30 FS,10MBX2x20 FS,00GHC-02-20 FS,10MAJ30 FS,00EG-01-20 FS,10MKF20 FS,10LAB30 FS,10LCA30 FS,10MBU20 FS,00GM-03-30 FS,10MAW40 FS,10LAB20 FS,10LDK-20 FS,10GHC20 FS,10PAB-01-20 FS,10QFB20 FS,00MBU20 FS,10GM-02-110 FS,00GHC-01-30 FS,10LBA80-20 FS,10MAV20 FS,10MBA5x20 FS,10MKF30 FS,10MKQ20 FS,10LCL30 FS,00SCA110 FS,00SCA20 FS,10MBX20 FS,00EG-02-20 FS,10LDK-30 FS,10MAL20 FS,10MKQ30 FS,00LBG20 FS,10MBA18-130 FS,10LCA40 FS,10MBP30 FS,10MBX2x30 FS,00GKB-02-20 FS,GKB20 FS,10PAB-01-30 FS,GKB30 FS,10MAX20 FS,10GM-01-30 FS,00PUN90 FF,00PUN40 FS,10MAN1060 FS","10LCL20,10MKG30,00GHD-120,10PAH30,00GM-03-20,10MAX30,10GM-02-40,10PAH20,00PUN20,10MAW30,10MBA4x30,00EK20,10MAN1020,10MBX30,10LAC30,10MBA5x30,10GM-02-120,10MBU30,10PCB20,10LAC20,00EK30,10MAV30,10MAL30,10MBA4x20,10MBV1030,10PCB30,10GM-02-30,10MAJ20,00EG-02-30,00EG-01-30,10MBN30,10MBX2x20,00GHC-02-20,10MAJ30,00EG-01-20,10MKF20,10LAB30,10LCA30,10MBU20,00GM-03-30,10MAW40,10LAB20,10LDK-20,10GHC20,10PAB-01-20,10QFB20,00MBU20,10GM-02-110,00GHC-01-30,10LBA80-20,10MAV20,10MBA5x20,10MKF30,10MKQ20,10LCL30,00SCA110,00SCA20,10MBX20,00EG-02-20,10LDK-30,10MAL20,10MKQ30,00LBG20,10MBA18-130,10LCA40,10MBP30,10MBX2x30,00GKB-02-20,GKB20,10PAB-01-30,GKB30,10MAX20,10GM-01-30,00PUN90,00PUN40,10MAN1060",226,200,226,200,52,46,52,46,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,76,0.0000045427,0.093387589,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.2338461538,0.0068572917,0.2396866841,0.0006435006,0.0,1.0,0.0
1.3.2.1-51,SI1--P4H40,"Equipment Delivery by Siemens - Supply Piping DN <80",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,30/11/2019,15/09/2018,30/11/2019,15/09/2018,"A1010 FS","A1010","10PAB-01-20 FS,10MBU20 FS,10GM-02-110 FS,10MBA5x30 FS,10MBA4x20 FS,00SCA110 FS,00EK30 FS,10MAN1020 FS,10MKQ20 FS,10MAW40 FS,10MBP30 FS,10MBA4x30 FS,10PAB-01-30 FS,10LCL30 FS,00GM-03-20 FS,10PCB30 FS,10MAX30 FS,10MAJ30 FS,10MBV1030 FS,10LDK-30 FS,10MBA5x20 FS,10LBA80-20 FS,10LAC20 FS,10MBN30 FS,00GKB-02-20 FS,10MAJ20 FS,10GM-02-30 FS,10MBU30 FS,10MKQ30 FS,00GHD-120 FS,10MKF30 FS,10LAC30 FS,10PCB20 FS,00PUN20 FS,00EG-02-10 FS,10MBX30 FS,10MBX2x20 FS,10LAB30 FS,10LCA40 FS,10LCL20 FS,00EG-01-20 FS,00EG-02-30 FS,10MAX20 FS,10GM-02-40 FS,GKB20 FS,10MAW30 FS,10MAL30 FS,10MBX2x30 FS,10GM-02-120 FS,10LAB20 FS,10MBX20 FS,10MBA18-130 FS,00MBU20 FS,10MKG30 FS,10LCA30 FS,10MKF20 SS,00EK20 FS,10MAV20 FS,00GHC-02-20 FS,00LBG20 FS,10MAV30 FS,10QFB20 FS,10PAH30 FS,10LDK-20 FS,10GM-01-30 FS,10PAH20 FS,00EG-02-20 FS,10GHC20 FS,00SCA20 FS,10MAL20 FS,00GM-03-30 FS,00EG-01-30 FS,GKB30 FS,00PUN90 FF,00PUN40 FS,10MAN1060 FS","10PAB-01-20,10MBU20,10GM-02-110,10MBA5x30,10MBA4x20,00SCA110,00EK30,10MAN1020,10MKQ20,10MAW40,10MBP30,10MBA4x30,10PAB-01-30,10LCL30,00GM-03-20,10PCB30,10MAX30,10MAJ30,10MBV1030,10LDK-30,10MBA5x20,10LBA80-20,10LAC20,10MBN30,00GKB-02-20,10MAJ20,10GM-02-30,10MBU30,10MKQ30,00GHD-120,10MKF30,10LAC30,10PCB20,00PUN20,00EG-02-10,10MBX30,10MBX2x20,10LAB30,10LCA40,10LCL20,00EG-01-20,00EG-02-30,10MAX20,10GM-02-40,GKB20,10MAW30,10MAL30,10MBX2x30,10GM-02-120,10LAB20,10MBX20,10MBA18-130,00MBU20,10MKG30,10LCA30,10MKF20,00EK20,10MAV20,00GHC-02-20,00LBG20,10MAV30,10QFB20,10PAH30,10LDK-20,10GM-01-30,10PAH20,00EG-02-20,10GHC20,00SCA20,10MAL20,00GM-03-30,00EG-01-30,GKB30,00PUN90,00PUN40,10MAN1060",226,200,226,200,52,46,52,46,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,76,0.0000044461,0.0937945066,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.2338461538,0.0067114583,0.2407310705,0.0006435006,0.0,1.0,0.0
1.3.2.1-52,SI1BBT4-25,"Equipment Delivery by Siemens - Main Transformer BBT",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,21/03/2018,03/02/2018,21/03/2018,03/02/2018,"A1010 FS","A1010","10BAT10 FS","10BAT10",138,168,138,168,32,39,32,39,23,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000207,0.0107833164,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00003125,0.0276762402,0.0006435006,0.0,1.0,0.0
1.3.2.1-53,SI1BAA4-25,"Equipment Delivery by Siemens - Isolated Generator Busduct 10BAA",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,30/11/2019,01/04/2019,30/11/2019,01/04/2019,"A1010 FS","A1010","10BAC10 FS,10BA20 FS","10BAC10,10BA20",226,228,226,228,52,53,52,53,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000004968,0.01017294,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.00075,0.0261096606,0.0006435006,0.0,1.0,0.0
1.3.2.1-54,SI1BFT4-25,"Equipment Delivery by Siemens - LV Transformer BFT",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,26/05/2018,15/05/2018,26/05/2018,15/05/2018,"A1010 FS","A1010","10SFC-10 FS","10SFC-10",147,182,147,182,34,42,34,42,28,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000069,0.0048830112,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0000104167,0.0125326371,0.0006435006,0.0,1.0,0.0
1.3.2.1-55,SI0ACA4-45,"Equipment Delivery by Siemens - HV Switchgear GIL",7112,"CCGTD1_IPS",TT_Mile,"58319",-,-,-,100,TK_Complete,30/11/2019,10/04/2019,30/11/2019,10/04/2019,"A1010 FS","A1010","10AC10 FS","10AC10",226,229,226,229,52,53,52,53,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000414,0.012207528,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0000625,0.0313315927,0.0006435006,0.0,1.0,0.0
1.3.2.1-56,SI-BZP4-25,"First Cables Support System (BZP) (for Pre-Fab Modules) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,14/05/2018,29/12/2017,14/05/2018,29/12/2017,"A1010 FS","A1010","CP-BZK7G25 FS,CP1BZK7A25 FS,CP-BZK7H25 FS,CP-BZK7C25 FS,CP1BZK7B25 FS,10EK40 FS,00CR10 FS,CP1BZK7J25 FS,CP1BZK7D25 FS,CP-BZK7B2 FS,CP-BZK7A25 FS,CP-BZK7E25 FS,10PAB-02-50 FS,CP-BZK7I25 FS,00EG-02-40 FS,10PGB1050 FS,CP-BZK7F25 FS,10PCB50 FS,10PAB-01-50 FS,00EG-01-50 FS,10PAH50 FS","CP-BZK7G25,CP1BZK7A25,CP-BZK7H25,CP-BZK7C25,CP1BZK7B25,10EK40,00CR10,CP1BZK7J25,CP1BZK7D25,CP-BZK7B2,CP-BZK7A25,CP-BZK7E25,10PAB-02-50,CP-BZK7I25,00EG-02-40,10PGB1050,CP-BZK7F25,10PCB50,10PAB-01-50,00EG-01-50,10PAH50",145,163,145,163,34,38,34,38,27,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,21,0.0000009444,0.0307222787,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0646153846,0.0014255208,0.0788511749,0.0006435006,0.0,1.0,0.0
1.3.2.1-57,SI1PCB4B25,"Service Cooling Water Pump (PCB) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,12/03/2018,14/03/2018,12/03/2018,14/03/2018,"A1010 FS","A1010","10PCB20 FS,10PCB10 FS","10PCB20,10PCB10",136,173,136,173,31,40,31,40,22,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000000092,0.004069176,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.0000138889,0.0104438642,0.0006435006,0.0,1.0,0.0
1.3.2.1-58,SI1SMM4-25,"Cranes SMM01/ 02 for (UMC) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,01/03/2018,01/01/2018,01/03/2018,01/01/2018,"A1010 FS","A1010","KD_C04 FS","KD_C04",135,163,135,163,31,38,31,38,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0,0.1084435402,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.2783289817,0.0006435006,0.0,1.0,0.0
1.3.2.1-59,SI1PGB4C25,"Heat Exchanger (PGB) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,02/04/2018,13/03/2018,02/04/2018,13/03/2018,"A1010 FS","A1010","","",139,173,139,173,32,40,32,40,24,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,0,0.0,0.0,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0,1.0,0.0
1.3.2.1-60,SI-BZP4-27,"First Cables Support System (BZP) (Main) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,30/11/2019,22/10/2018,30/11/2019,22/10/2018,"A1010 FS","A1010","10BAT10 FS,10BH20 FS,00BAW-01-40 FS,10BZL-03-20 FS,10SFC-10 FS,10BZL-02-20 FS,10CP-WS60 FS,00CR10 FS,00BAW-03-40 FS,00BAW-02-40 FS,10AC20 FS,CP1BZP7G15 FS,10BBE20 FS,CP-BZP7B15 FS,10BF20 FS,CP1BZP7D15 FS,10BZL-01-20 FS,00BZL-03-20 FS,10CP-AA60 FS,10BBT10 FS,00XKA40 FS,CP-BZP7A15 FS,10CP-HR60 FS,CP1BZP7F15 FS,CP1BZP7C15 FS,CP1BZP7A15 FS,10CP-ST-60 FS,00BHV10 FS,10SEE-10 FS,00BZL-01-30 FS,00BZL-02-30 FS","10BAT10,10BH20,00BAW-01-40,10BZL-03-20,10SFC-10,10BZL-02-20,10CP-WS60,00CR10,00BAW-03-40,00BAW-02-40,10AC20,CP1BZP7G15,10BBE20,CP-BZP7B15,10BF20,CP1BZP7D15,10BZL-01-20,00BZL-03-20,10CP-AA60,10BBT10,00XKA40,CP-BZP7A15,10CP-HR60,CP1BZP7F15,CP1BZP7C15,CP1BZP7A15,10CP-ST-60,00BHV10,10SEE-10,00BZL-01-30,00BZL-02-30",226,205,226,205,52,47,52,47,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,31,0.0000023297,0.0683621567,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0953846154,0.0035166667,0.1754569191,0.0006435006,0.0,1.0,0.0
1.3.2.1-61,SI1PGB4B25,"CCW Pumps (PGB) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,02/04/2018,13/03/2018,02/04/2018,13/03/2018,"A1010 FS","A1010","","",139,173,139,173,32,40,32,40,24,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,0,0.0,0.0,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0,1.0,0.0
1.3.2.1-62,SI1SMM4A25,"Cranes SMM03 for (UMC) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,01/03/2018,15/01/2018,01/03/2018,15/01/2018,"A1010 FS","A1010","KD_C04 FS","KD_C04",135,165,135,165,31,38,31,38,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0,0.1084435402,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.2783289817,0.0006435006,0.0,1.0,0.0
1.3.2.1-63,SI1LBG4C40,"Electrical Superheater LBG on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,16/03/2018,15/03/2018,16/03/2018,15/03/2018,"A1010 FS","A1010","","",137,173,137,173,32,40,32,40,22,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,0,0.0,0.0,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0,1.0,0.0
1.3.2.1-64,SI1HB-4A25,"HRSG Main Steel Structure (Main Frame/Casing) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,03/03/2018,08/03/2018,03/03/2018,08/03/2018,"A1010 FS","A1010","HRS09.1020 FS","HRS09.1020",135,172,135,172,31,40,31,40,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000001035,0.0179043744,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00015625,0.0459530026,0.0006435006,0.0,1.0,0.0
1.3.2.1-65,SI-SGA4A25,"Fire Fighting Ring Main (SGA) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,30/11/2019,23/05/2019,30/11/2019,23/05/2019,"A1010 FS","A1010","10SGA-02-10 FS,00SGM-01-10 FS","10SGA-02-10,00SGM-01-10",226,235,226,235,52,55,52,55,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0,0.0048830112,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.0,0.0125326371,0.0006435006,0.0,1.0,0.0
1.3.2.1-66,SI1LCA4B25,"Condensate Recirculating Pump (LCA51) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,01/03/2018,10/02/2018,01/03/2018,10/02/2018,"A1010 FS","A1010","10LCA-02-10 FS","10LCA-02-10",135,169,135,169,31,39,31,39,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0,0.004069176,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.0104438642,0.0006435006,0.0,1.0,0.0
1.3.2.1-67,SI1PGB4D25,"Expansion Tank (PGB) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,02/04/2018,20/03/2018,02/04/2018,20/03/2018,"A1010 FS","A1010","10PCB20 FS","10PCB20",139,174,139,174,32,40,32,40,24,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0000000092,0.0038657172,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0000138889,0.009921671,0.0006435006,0.0,1.0,0.0
1.3.2.1-68,SI1ULA3B25,"Steel Structure (ULA) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,30/11/2019,15/02/2019,30/11/2019,15/02/2019,"A1010 FS","A1010","10LAB10 FS,10LAC10 FS","10LAB10,10LAC10",226,222,226,222,52,51,52,51,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000000276,0.0097660224,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.0000416667,0.0250652742,0.0006435006,0.0,1.0,0.0
1.3.2.1-69,SI1PDB4-25,"Debris Filer (PDB) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,02/04/2018,20/03/2018,02/04/2018,20/03/2018,"A1010 FS","A1010","00PAA10 FS","00PAA10",139,174,139,174,32,40,32,40,24,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0,0.0054933876,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.0140992167,0.0006435006,0.0,1.0,0.0
1.3.2.1-70,SI1MBR4-42,"Exhaust Gas Manifold (MBR) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,07/03/2018,10/03/2018,07/03/2018,10/03/2018,"A1010 FS","A1010","10MBR1000 FS,10MBR1010 FS","10MBR1000,10MBR1010",136,173,136,173,31,40,31,40,22,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000000518,0.0032553408,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.000078125,0.0083550914,0.0006435006,0.0,1.0,0.0
1.3.2.1-71,SI1MBR4-40,"Exhaust Gas Diffuser (MBR) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,01/03/2018,02/03/2018,01/03/2018,02/03/2018,"A1010 FS","A1010","10MBR1010 FS,10MBR1000 FS","10MBR1010,10MBR1000",135,172,135,172,31,40,31,40,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000000518,0.0032553408,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.000078125,0.0083550914,0.0006435006,0.0,1.0,0.0
1.3.2.1-72,SI1PBB4B45,"Debris Filter (PBB) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,01/03/2018,17/01/2018,01/03/2018,17/01/2018,"A1010 FS","A1010","00PAA10 FS","00PAA10",135,165,135,165,31,38,31,38,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,1,0.0,0.0054933876,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.0140992167,0.0006435006,0.0,1.0,0.0
1.3.2.1-73,SI-CYE4-58,"Fire Alarm System (CYE) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,01/03/2018,28/02/2018,01/03/2018,28/02/2018,"A1010 FS","A1010","A3220 FS,TOP2370 FS","A3220,TOP2370",135,171,135,171,31,40,31,40,21,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,2,0.0000000207,0.0024415056,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.00003125,0.0062663185,0.0006435006,0.0,1.0,0.0
1.3.2.1-74,SI-SG-4-56,"Fire Fighting Systems (SG) on-site",7112,"CCGTD1_IPS",TT_FinMile,"58319",-,-,-,100,TK_Complete,30/11/2019,15/02/2019,30/11/2019,15/02/2019,"A1010 FS","A1010","10SGA-02-10 FS,A3220 FS,00SGM-01-10 FS,TOP2370 FS","10SGA-02-10,A3220,00SGM-01-10,TOP2370",226,222,226,222,52,51,52,51,83,,"CCGT D1_Integrated Programme Schedule;M&E;Procurement;CLP Deliverables",1,4,0.0000000207,0.0054933876,0.0002034588,0,1.0,0.0000812387,0.0068493151,0.0123076923,0.00003125,0.0140992167,0.0006435006,0.0,1.0,0.0
